,year,month,carrier,carrier_name,airport,arr_flights,arr_cancelled, arr_delay, carrier_delay,weather_delay,Airport,city
6288,2018,4,UA,United Air Lines Inc.,DEN,4930.0,11.0,32696.0,10785.0,1287.0, Denver International,"Denver, CO"
6289,2018,4,UA,United Air Lines Inc.,DFW,540.0,0.0,6382.0,1023.0,269.0, Dallas/Fort Worth International,Dallas
6314,2018,4,UA,United Air Lines Inc.,LAX,2438.0,4.0,21344.0,5413.0,1610.0, Los Angeles International,"Los Angeles, CA"
6334,2018,4,UA,United Air Lines Inc.,ORD,5932.0,9.0,47925.0,14073.0,1798.0, Chicago O'Hare International,"Chicago, IL"
6386,2018,4,WN,Southwest Airlines Co.,DEN,5636.0,22.0,54499.0,15875.0,866.0, Denver International,"Denver, CO"
6405,2018,4,WN,Southwest Airlines Co.,LAX,3575.0,82.0,54937.0,17035.0,327.0, Los Angeles International,"Los Angeles, CA"
6454,2018,4,YV,Mesa Airlines Inc.,ATL,178.0,1.0,1624.0,1024.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
6480,2018,4,YV,Mesa Airlines Inc.,DFW,2722.0,55.0,27738.0,10985.0,3005.0, Dallas/Fort Worth International,Dallas
6554,2018,4,YX,Republic Airline,ATL,385.0,8.0,2799.0,1035.0,32.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
6577,2018,4,YX,Republic Airline,DEN,316.0,5.0,2946.0,789.0,200.0, Denver International,"Denver, CO"
5686,2018,4,G4,Allegiant Air,LAX,97.0,0.0,2105.0,653.0,0.0, Los Angeles International,"Los Angeles, CA"
6610,2018,4,YX,Republic Airline,ORD,1570.0,26.0,15146.0,2977.0,1080.0, Chicago O'Hare International,"Chicago, IL"
6157,2018,4,OO,SkyWest Airlines Inc.,LAX,2550.0,12.0,26345.0,8808.0,424.0, Los Angeles International,"Los Angeles, CA"
5656,2018,4,G4,Allegiant Air,DEN,9.0,0.0,38.0,0.0,0.0, Denver International,"Denver, CO"
6578,2018,4,YX,Republic Airline,DFW,305.0,4.0,4310.0,1109.0,243.0, Dallas/Fort Worth International,Dallas
5594,2018,4,F9,Frontier Airlines Inc.,LAX,97.0,1.0,1218.0,173.0,0.0, Los Angeles International,"Los Angeles, CA"
4965,2018,4,9E,Endeavor Air Inc.,ATL,2494.0,10.0,24866.0,6670.0,914.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
4994,2018,4,9E,Endeavor Air Inc.,DEN,4.0,0.0,141.0,133.0,0.0, Denver International,"Denver, CO"
4995,2018,4,9E,Endeavor Air Inc.,DFW,218.0,2.0,2879.0,613.0,151.0, Dallas/Fort Worth International,Dallas
5040,2018,4,9E,Endeavor Air Inc.,ORD,267.0,6.0,4457.0,1035.0,186.0, Chicago O'Hare International,"Chicago, IL"
5067,2018,4,AA,American Airlines Inc.,ATL,930.0,5.0,7636.0,3265.0,215.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
5084,2018,4,AA,American Airlines Inc.,DEN,823.0,3.0,6819.0,2539.0,342.0, Denver International,"Denver, CO"
5085,2018,4,AA,American Airlines Inc.,DFW,11360.0,90.0,108201.0,35892.0,4949.0, Dallas/Fort Worth International,Dallas
5108,2018,4,AA,American Airlines Inc.,LAX,3298.0,8.0,24917.0,8293.0,1259.0, Los Angeles International,"Los Angeles, CA"
5129,2018,4,AA,American Airlines Inc.,ORD,4941.0,23.0,36527.0,13431.0,1753.0, Chicago O'Hare International,"Chicago, IL"
5167,2018,4,AS,Alaska Airlines Inc.,ATL,60.0,0.0,26.0,0.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
5181,2018,4,AS,Alaska Airlines Inc.,DEN,193.0,2.0,1164.0,268.0,0.0, Denver International,"Denver, CO"
5182,2018,4,AS,Alaska Airlines Inc.,DFW,120.0,0.0,434.0,255.0,0.0, Dallas/Fort Worth International,Dallas
5197,2018,4,AS,Alaska Airlines Inc.,LAX,1850.0,17.0,18280.0,4869.0,737.0, Los Angeles International,"Los Angeles, CA"
5209,2018,4,AS,Alaska Airlines Inc.,ORD,231.0,1.0,889.0,417.0,0.0, Chicago O'Hare International,"Chicago, IL"
5235,2018,4,B6,JetBlue Airways,ATL,292.0,1.0,6932.0,3163.0,114.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
5608,2018,4,F9,Frontier Airlines Inc.,ORD,204.0,2.0,4678.0,1214.0,14.0, Chicago O'Hare International,"Chicago, IL"
5251,2018,4,B6,JetBlue Airways,DFW,51.0,0.0,645.0,257.0,0.0, Dallas/Fort Worth International,Dallas
5250,2018,4,B6,JetBlue Airways,DEN,86.0,0.0,963.0,415.0,0.0, Denver International,"Denver, CO"
5580,2018,4,F9,Frontier Airlines Inc.,DFW,50.0,0.0,959.0,95.0,0.0, Dallas/Fort Worth International,Dallas
5579,2018,4,F9,Frontier Airlines Inc.,DEN,1799.0,14.0,29672.0,8376.0,160.0, Denver International,"Denver, CO"
5564,2018,4,F9,Frontier Airlines Inc.,ATL,293.0,2.0,6644.0,1448.0,6.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
5481,2018,4,EV,ExpressJet Airlines Inc.,DFW,723.0,4.0,7889.0,4809.0,0.0, Dallas/Fort Worth International,Dallas
5451,2018,4,EV,ExpressJet Airlines Inc.,ATL,791.0,3.0,13742.0,6728.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
5536,2018,4,EV,ExpressJet Airlines Inc.,ORD,705.0,1.0,8631.0,3352.0,18.0, Chicago O'Hare International,"Chicago, IL"
5375,2018,4,DL,Delta Air Lines Inc.,LAX,2985.0,5.0,34110.0,13199.0,1204.0, Los Angeles International,"Los Angeles, CA"
5336,2018,4,DL,Delta Air Lines Inc.,DFW,558.0,1.0,3989.0,1171.0,264.0, Dallas/Fort Worth International,Dallas
5335,2018,4,DL,Delta Air Lines Inc.,DEN,1018.0,3.0,6594.0,2465.0,230.0, Denver International,"Denver, CO"
5302,2018,4,DL,Delta Air Lines Inc.,ATL,20637.0,22.0,133813.0,56581.0,9765.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
5267,2018,4,B6,JetBlue Airways,ORD,171.0,2.0,4691.0,1920.0,47.0, Chicago O'Hare International,"Chicago, IL"
5261,2018,4,B6,JetBlue Airways,LAX,529.0,3.0,6473.0,2812.0,494.0, Los Angeles International,"Los Angeles, CA"
5402,2018,4,DL,Delta Air Lines Inc.,ORD,696.0,1.0,3964.0,1620.0,334.0, Chicago O'Hare International,"Chicago, IL"
7565,2018,5,NK,Spirit Air Lines,LAX,724.0,1.0,8822.0,1914.0,231.0, Los Angeles International,"Los Angeles, CA"
7689,2018,5,OO,SkyWest Airlines Inc.,ATL,1985.0,0.0,23992.0,6145.0,3225.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
7651,2018,5,OH,PSA Airlines Inc.,ORD,189.0,9.0,2759.0,771.0,7.0, Chicago O'Hare International,"Chicago, IL"
7590,2018,5,OH,PSA Airlines Inc.,ATL,107.0,3.0,1521.0,315.0,188.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
7574,2018,5,NK,Spirit Air Lines,ORD,850.0,16.0,21535.0,1423.0,515.0, Chicago O'Hare International,"Chicago, IL"
7558,2018,5,NK,Spirit Air Lines,DFW,898.0,7.0,17129.0,2527.0,1018.0, Dallas/Fort Worth International,Dallas
7340,2018,5,G4,Allegiant Air,LAX,99.0,0.0,1066.0,384.0,0.0, Los Angeles International,"Los Angeles, CA"
7548,2018,5,NK,Spirit Air Lines,ATL,683.0,6.0,7799.0,1612.0,308.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
7515,2018,5,MQ,Envoy Air,ORD,4783.0,233.0,86745.0,14757.0,10510.0, Chicago O'Hare International,"Chicago, IL"
7460,2018,5,MQ,Envoy Air,DFW,4578.0,95.0,43921.0,12601.0,5017.0, Dallas/Fort Worth International,Dallas
7429,2018,5,MQ,Envoy Air,ATL,51.0,0.0,839.0,77.0,3.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
7409,2018,5,HA,Hawaiian Airlines Inc.,LAX,186.0,0.0,2091.0,1511.0,0.0, Los Angeles International,"Los Angeles, CA"
7739,2018,5,OO,SkyWest Airlines Inc.,DEN,3944.0,4.0,44907.0,18737.0,3044.0, Denver International,"Denver, CO"
7557,2018,5,NK,Spirit Air Lines,DEN,309.0,2.0,3577.0,468.0,312.0, Denver International,"Denver, CO"
7740,2018,5,OO,SkyWest Airlines Inc.,DFW,523.0,4.0,6582.0,817.0,1380.0, Dallas/Fort Worth International,Dallas
7968,2018,5,UA,United Air Lines Inc.,ORD,6426.0,84.0,112216.0,20237.0,4423.0, Chicago O'Hare International,"Chicago, IL"
7834,2018,5,OO,SkyWest Airlines Inc.,ORD,6481.0,210.0,160302.0,38630.0,15205.0, Chicago O'Hare International,"Chicago, IL"
7905,2018,5,UA,United Air Lines Inc.,ATL,440.0,1.0,6244.0,1661.0,184.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
7926,2018,5,UA,United Air Lines Inc.,DEN,5171.0,11.0,43589.0,12733.0,3761.0, Denver International,"Denver, CO"
7927,2018,5,UA,United Air Lines Inc.,DFW,565.0,5.0,9353.0,1834.0,592.0, Dallas/Fort Worth International,Dallas
7950,2018,5,UA,United Air Lines Inc.,LAX,2632.0,9.0,27412.0,4657.0,2634.0, Los Angeles International,"Los Angeles, CA"
8003,2018,5,WN,Southwest Airlines Co.,ATL,3593.0,27.0,43042.0,10086.0,2031.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
8021,2018,5,WN,Southwest Airlines Co.,DEN,5846.0,64.0,67710.0,19874.0,1705.0, Denver International,"Denver, CO"
8040,2018,5,WN,Southwest Airlines Co.,LAX,3667.0,80.0,49958.0,15790.0,436.0, Los Angeles International,"Los Angeles, CA"
8088,2018,5,YV,Mesa Airlines Inc.,ATL,191.0,6.0,1704.0,566.0,328.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
8111,2018,5,YV,Mesa Airlines Inc.,DFW,2845.0,89.0,33031.0,8768.0,2580.0, Dallas/Fort Worth International,Dallas
8179,2018,5,YX,Republic Airline,ATL,372.0,13.0,4744.0,913.0,993.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
8202,2018,5,YX,Republic Airline,DEN,294.0,1.0,2001.0,934.0,223.0, Denver International,"Denver, CO"
8203,2018,5,YX,Republic Airline,DFW,305.0,3.0,2968.0,1217.0,61.0, Dallas/Fort Worth International,Dallas
7310,2018,5,G4,Allegiant Air,DEN,18.0,0.0,313.0,8.0,0.0, Denver International,"Denver, CO"
7797,2018,5,OO,SkyWest Airlines Inc.,LAX,2594.0,9.0,26066.0,5681.0,547.0, Los Angeles International,"Los Angeles, CA"
8237,2018,5,YX,Republic Airline,ORD,1716.0,59.0,26540.0,4359.0,1379.0, Chicago O'Hare International,"Chicago, IL"
7261,2018,5,F9,Frontier Airlines Inc.,ORD,235.0,6.0,8516.0,2383.0,0.0, Chicago O'Hare International,"Chicago, IL"
7229,2018,5,F9,Frontier Airlines Inc.,DFW,65.0,0.0,1548.0,313.0,0.0, Dallas/Fort Worth International,Dallas
7245,2018,5,F9,Frontier Airlines Inc.,LAX,93.0,1.0,1432.0,378.0,0.0, Los Angeles International,"Los Angeles, CA"
6636,2018,5,9E,Endeavor Air Inc.,ATL,2507.0,4.0,21647.0,7059.0,1510.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
6665,2018,5,9E,Endeavor Air Inc.,DEN,4.0,0.0,0.0,0.0,0.0, Denver International,"Denver, CO"
6666,2018,5,9E,Endeavor Air Inc.,DFW,198.0,0.0,2058.0,985.0,125.0, Dallas/Fort Worth International,Dallas
6706,2018,5,9E,Endeavor Air Inc.,ORD,284.0,4.0,8429.0,1429.0,328.0, Chicago O'Hare International,"Chicago, IL"
6733,2018,5,AA,American Airlines Inc.,ATL,1008.0,19.0,14605.0,3717.0,1090.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
6750,2018,5,AA,American Airlines Inc.,DEN,933.0,13.0,12637.0,4774.0,496.0, Denver International,"Denver, CO"
6751,2018,5,AA,American Airlines Inc.,DFW,12065.0,160.0,163006.0,55014.0,9371.0, Dallas/Fort Worth International,Dallas
6789,2018,5,AA,American Airlines Inc.,ORD,5458.0,121.0,91053.0,16812.0,4844.0, Chicago O'Hare International,"Chicago, IL"
6829,2018,5,AS,Alaska Airlines Inc.,ATL,62.0,0.0,92.0,0.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
6843,2018,5,AS,Alaska Airlines Inc.,DEN,208.0,1.0,1740.0,600.0,0.0, Denver International,"Denver, CO"
6844,2018,5,AS,Alaska Airlines Inc.,DFW,124.0,0.0,644.0,83.0,0.0, Dallas/Fort Worth International,Dallas
6859,2018,5,AS,Alaska Airlines Inc.,LAX,1954.0,21.0,20143.0,6233.0,173.0, Los Angeles International,"Los Angeles, CA"
6871,2018,5,AS,Alaska Airlines Inc.,ORD,292.0,0.0,3388.0,655.0,0.0, Chicago O'Hare International,"Chicago, IL"
6770,2018,5,AA,American Airlines Inc.,LAX,3450.0,23.0,35821.0,13884.0,1900.0, Los Angeles International,"Los Angeles, CA"
6914,2018,5,B6,JetBlue Airways,DEN,89.0,0.0,2131.0,868.0,0.0, Denver International,"Denver, CO"
6899,2018,5,B6,JetBlue Airways,ATL,298.0,1.0,6331.0,3136.0,433.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
7212,2018,5,F9,Frontier Airlines Inc.,ATL,324.0,5.0,4975.0,1069.0,117.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
7185,2018,5,EV,ExpressJet Airlines Inc.,ORD,615.0,16.0,12366.0,1877.0,861.0, Chicago O'Hare International,"Chicago, IL"
7140,2018,5,EV,ExpressJet Airlines Inc.,DFW,965.0,9.0,14876.0,9659.0,0.0, Dallas/Fort Worth International,Dallas
7114,2018,5,EV,ExpressJet Airlines Inc.,ATL,830.0,3.0,12418.0,6316.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
7066,2018,5,DL,Delta Air Lines Inc.,ORD,772.0,0.0,15560.0,2414.0,2430.0, Chicago O'Hare International,"Chicago, IL"
7041,2018,5,DL,Delta Air Lines Inc.,LAX,3107.0,2.0,25258.0,8978.0,1154.0, Los Angeles International,"Los Angeles, CA"
7228,2018,5,F9,Frontier Airlines Inc.,DEN,1998.0,16.0,40382.0,8241.0,247.0, Denver International,"Denver, CO"
7002,2018,5,DL,Delta Air Lines Inc.,DEN,1021.0,0.0,6825.0,3478.0,387.0, Denver International,"Denver, CO"
6969,2018,5,DL,Delta Air Lines Inc.,ATL,21384.0,3.0,186765.0,72239.0,9337.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
6934,2018,5,B6,JetBlue Airways,ORD,242.0,3.0,7317.0,1827.0,422.0, Chicago O'Hare International,"Chicago, IL"
6926,2018,5,B6,JetBlue Airways,LAX,551.0,0.0,7330.0,3855.0,0.0, Los Angeles International,"Los Angeles, CA"
6915,2018,5,B6,JetBlue Airways,DFW,58.0,0.0,731.0,567.0,0.0, Dallas/Fort Worth International,Dallas
7003,2018,5,DL,Delta Air Lines Inc.,DFW,560.0,0.0,4711.0,1803.0,107.0, Dallas/Fort Worth International,Dallas
9432,2018,6,OO,SkyWest Airlines Inc.,DEN,4530.0,27.0,68949.0,19919.0,3530.0, Denver International,"Denver, CO"
9376,2018,6,OO,SkyWest Airlines Inc.,ATL,2295.0,13.0,56782.0,12366.0,8479.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
9338,2018,6,OH,PSA Airlines Inc.,ORD,193.0,35.0,3335.0,819.0,183.0, Chicago O'Hare International,"Chicago, IL"
9275,2018,6,OH,PSA Airlines Inc.,ATL,104.0,19.0,2313.0,930.0,270.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
9259,2018,6,NK,Spirit Air Lines,ORD,870.0,15.0,20994.0,878.0,1510.0, Chicago O'Hare International,"Chicago, IL"
9250,2018,6,NK,Spirit Air Lines,LAX,768.0,2.0,6283.0,656.0,197.0, Los Angeles International,"Los Angeles, CA"
9199,2018,6,MQ,Envoy Air,ORD,5015.0,428.0,114315.0,21690.0,7849.0, Chicago O'Hare International,"Chicago, IL"
9242,2018,6,NK,Spirit Air Lines,DEN,330.0,2.0,5207.0,279.0,95.0, Denver International,"Denver, CO"
9233,2018,6,NK,Spirit Air Lines,ATL,737.0,7.0,12118.0,1075.0,285.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
9140,2018,6,MQ,Envoy Air,DFW,4417.0,63.0,49353.0,13658.0,4809.0, Dallas/Fort Worth International,Dallas
9104,2018,6,MQ,Envoy Air,ATL,78.0,7.0,2179.0,303.0,173.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
9084,2018,6,HA,Hawaiian Airlines Inc.,LAX,184.0,1.0,2113.0,1995.0,0.0, Los Angeles International,"Los Angeles, CA"
9243,2018,6,NK,Spirit Air Lines,DFW,1004.0,7.0,15477.0,2130.0,505.0, Dallas/Fort Worth International,Dallas
9433,2018,6,OO,SkyWest Airlines Inc.,DFW,421.0,3.0,9387.0,3452.0,725.0, Dallas/Fort Worth International,Dallas
9015,2018,6,G4,Allegiant Air,LAX,216.0,5.0,4114.0,1490.0,39.0, Los Angeles International,"Los Angeles, CA"
9535,2018,6,OO,SkyWest Airlines Inc.,ORD,6437.0,283.0,200841.0,50251.0,11031.0, Chicago O'Hare International,"Chicago, IL"
9610,2018,6,UA,United Air Lines Inc.,ATL,441.0,0.0,7514.0,1806.0,371.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
9633,2018,6,UA,United Air Lines Inc.,DEN,5650.0,18.0,67105.0,15768.0,3885.0, Denver International,"Denver, CO"
9634,2018,6,UA,United Air Lines Inc.,DFW,706.0,4.0,14851.0,3601.0,1116.0, Dallas/Fort Worth International,Dallas
9660,2018,6,UA,United Air Lines Inc.,LAX,2690.0,8.0,33606.0,9924.0,2976.0, Los Angeles International,"Los Angeles, CA"
9681,2018,6,UA,United Air Lines Inc.,ORD,6913.0,95.0,160776.0,23581.0,9147.0, Chicago O'Hare International,"Chicago, IL"
9719,2018,6,WN,Southwest Airlines Co.,ATL,3488.0,28.0,52626.0,12100.0,3472.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
9737,2018,6,WN,Southwest Airlines Co.,DEN,6014.0,41.0,65516.0,16993.0,2714.0, Denver International,"Denver, CO"
9805,2018,6,YV,Mesa Airlines Inc.,ATL,201.0,3.0,3518.0,909.0,52.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
9830,2018,6,YV,Mesa Airlines Inc.,DFW,3063.0,136.0,43557.0,14751.0,3666.0, Dallas/Fort Worth International,Dallas
9904,2018,6,YX,Republic Airline,ATL,319.0,13.0,3316.0,671.0,727.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
9927,2018,6,YX,Republic Airline,DEN,438.0,5.0,6771.0,1185.0,237.0, Denver International,"Denver, CO"
9928,2018,6,YX,Republic Airline,DFW,265.0,2.0,3073.0,1900.0,0.0, Dallas/Fort Worth International,Dallas
9966,2018,6,YX,Republic Airline,ORD,1647.0,71.0,33641.0,6523.0,953.0, Chicago O'Hare International,"Chicago, IL"
9494,2018,6,OO,SkyWest Airlines Inc.,LAX,2648.0,5.0,27919.0,9229.0,1922.0, Los Angeles International,"Los Angeles, CA"
8985,2018,6,G4,Allegiant Air,DEN,29.0,0.0,362.0,51.0,0.0, Denver International,"Denver, CO"
9756,2018,6,WN,Southwest Airlines Co.,LAX,3565.0,57.0,34903.0,10319.0,963.0, Los Angeles International,"Los Angeles, CA"
8919,2018,6,F9,Frontier Airlines Inc.,LAX,90.0,3.0,1749.0,723.0,0.0, Los Angeles International,"Los Angeles, CA"
8295,2018,6,9E,Endeavor Air Inc.,DEN,5.0,0.0,0.0,0.0,0.0, Denver International,"Denver, CO"
8296,2018,6,9E,Endeavor Air Inc.,DFW,111.0,0.0,438.0,40.0,98.0, Dallas/Fort Worth International,Dallas
8343,2018,6,9E,Endeavor Air Inc.,ORD,166.0,1.0,3725.0,1034.0,1.0, Chicago O'Hare International,"Chicago, IL"
8375,2018,6,AA,American Airlines Inc.,ATL,964.0,23.0,15251.0,4519.0,1207.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
8393,2018,6,AA,American Airlines Inc.,DEN,934.0,13.0,17400.0,5482.0,1266.0, Denver International,"Denver, CO"
8935,2018,6,F9,Frontier Airlines Inc.,ORD,240.0,7.0,9817.0,2266.0,286.0, Chicago O'Hare International,"Chicago, IL"
8394,2018,6,AA,American Airlines Inc.,DFW,12657.0,295.0,200339.0,61464.0,13153.0, Dallas/Fort Worth International,Dallas
8416,2018,6,AA,American Airlines Inc.,LAX,3463.0,33.0,44309.0,19207.0,3523.0, Los Angeles International,"Los Angeles, CA"
8437,2018,6,AA,American Airlines Inc.,ORD,5565.0,161.0,123661.0,26383.0,8199.0, Chicago O'Hare International,"Chicago, IL"
8477,2018,6,AS,Alaska Airlines Inc.,ATL,85.0,0.0,318.0,19.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
8490,2018,6,AS,Alaska Airlines Inc.,DEN,188.0,0.0,1412.0,701.0,0.0, Denver International,"Denver, CO"
8491,2018,6,AS,Alaska Airlines Inc.,DFW,149.0,0.0,513.0,51.0,0.0, Dallas/Fort Worth International,Dallas
8508,2018,6,AS,Alaska Airlines Inc.,LAX,1965.0,34.0,16132.0,5935.0,129.0, Los Angeles International,"Los Angeles, CA"
8520,2018,6,AS,Alaska Airlines Inc.,ORD,324.0,5.0,4640.0,1172.0,0.0, Chicago O'Hare International,"Chicago, IL"
8548,2018,6,B6,JetBlue Airways,ATL,288.0,0.0,4755.0,1726.0,434.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
8264,2018,6,9E,Endeavor Air Inc.,ATL,2312.0,24.0,51054.0,10254.0,4496.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
8564,2018,6,B6,JetBlue Airways,DFW,55.0,0.0,131.0,76.0,0.0, Dallas/Fort Worth International,Dallas
8902,2018,6,F9,Frontier Airlines Inc.,DFW,59.0,2.0,2257.0,378.0,0.0, Dallas/Fort Worth International,Dallas
8901,2018,6,F9,Frontier Airlines Inc.,DEN,1942.0,68.0,52729.0,9092.0,505.0, Denver International,"Denver, CO"
8884,2018,6,F9,Frontier Airlines Inc.,ATL,312.0,6.0,8299.0,2485.0,101.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
8851,2018,6,EV,ExpressJet Airlines Inc.,ORD,622.0,13.0,23472.0,5282.0,1352.0, Chicago O'Hare International,"Chicago, IL"
8563,2018,6,B6,JetBlue Airways,DEN,102.0,0.0,1504.0,469.0,0.0, Denver International,"Denver, CO"
8766,2018,6,EV,ExpressJet Airlines Inc.,ATL,1204.0,6.0,24920.0,11483.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
8796,2018,6,EV,ExpressJet Airlines Inc.,DFW,949.0,14.0,17367.0,10532.0,0.0, Dallas/Fort Worth International,Dallas
8691,2018,6,DL,Delta Air Lines Inc.,LAX,3272.0,3.0,33905.0,17666.0,1411.0, Los Angeles International,"Los Angeles, CA"
8652,2018,6,DL,Delta Air Lines Inc.,DFW,723.0,0.0,9730.0,3784.0,1395.0, Dallas/Fort Worth International,Dallas
8651,2018,6,DL,Delta Air Lines Inc.,DEN,1043.0,0.0,8621.0,3953.0,714.0, Denver International,"Denver, CO"
8617,2018,6,DL,Delta Air Lines Inc.,ATL,21029.0,62.0,370937.0,108068.0,19018.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
8583,2018,6,B6,JetBlue Airways,ORD,245.0,5.0,7417.0,1439.0,70.0, Chicago O'Hare International,"Chicago, IL"
8575,2018,6,B6,JetBlue Airways,LAX,516.0,0.0,5254.0,2009.0,584.0, Los Angeles International,"Los Angeles, CA"
8716,2018,6,DL,Delta Air Lines Inc.,ORD,932.0,2.0,28454.0,5080.0,879.0, Chicago O'Hare International,"Chicago, IL"
11083,2018,7,OO,SkyWest Airlines Inc.,ATL,2269.0,18.0,33935.0,9224.0,6077.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
11045,2018,7,OH,PSA Airlines Inc.,ORD,197.0,7.0,1736.0,629.0,3.0, Chicago O'Hare International,"Chicago, IL"
10982,2018,7,OH,PSA Airlines Inc.,ATL,112.0,3.0,1680.0,487.0,408.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
10966,2018,7,NK,Spirit Air Lines,ORD,899.0,4.0,17720.0,3031.0,772.0, Chicago O'Hare International,"Chicago, IL"
10957,2018,7,NK,Spirit Air Lines,LAX,792.0,2.0,10539.0,1841.0,271.0, Los Angeles International,"Los Angeles, CA"
10797,2018,7,HA,Hawaiian Airlines Inc.,LAX,200.0,1.0,2087.0,1563.0,0.0, Los Angeles International,"Los Angeles, CA"
10949,2018,7,NK,Spirit Air Lines,DEN,341.0,1.0,6240.0,664.0,107.0, Denver International,"Denver, CO"
10940,2018,7,NK,Spirit Air Lines,ATL,762.0,6.0,14269.0,2356.0,922.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
10907,2018,7,MQ,Envoy Air,ORD,5131.0,103.0,62932.0,16638.0,2464.0, Chicago O'Hare International,"Chicago, IL"
10851,2018,7,MQ,Envoy Air,DFW,4173.0,115.0,53374.0,12376.0,4891.0, Dallas/Fort Worth International,Dallas
10817,2018,7,MQ,Envoy Air,ATL,53.0,2.0,534.0,143.0,0.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
11134,2018,7,OO,SkyWest Airlines Inc.,DEN,4772.0,79.0,64476.0,21033.0,4580.0, Denver International,"Denver, CO"
10950,2018,7,NK,Spirit Air Lines,DFW,1036.0,8.0,22970.0,4009.0,1632.0, Dallas/Fort Worth International,Dallas
11135,2018,7,OO,SkyWest Airlines Inc.,DFW,540.0,14.0,11022.0,4517.0,1163.0, Dallas/Fort Worth International,Dallas
11416,2018,7,WN,Southwest Airlines Co.,ATL,3588.0,61.0,52388.0,13415.0,2305.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
11236,2018,7,OO,SkyWest Airlines Inc.,ORD,6615.0,110.0,132859.0,44746.0,6305.0, Chicago O'Hare International,"Chicago, IL"
11309,2018,7,UA,United Air Lines Inc.,ATL,430.0,6.0,8788.0,2356.0,291.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
11332,2018,7,UA,United Air Lines Inc.,DEN,5840.0,27.0,82593.0,24995.0,4429.0, Denver International,"Denver, CO"
11333,2018,7,UA,United Air Lines Inc.,DFW,695.0,3.0,13199.0,2601.0,465.0, Dallas/Fort Worth International,Dallas
11358,2018,7,UA,United Air Lines Inc.,LAX,2773.0,14.0,34378.0,9265.0,2855.0, Los Angeles International,"Los Angeles, CA"
11379,2018,7,UA,United Air Lines Inc.,ORD,7247.0,50.0,128911.0,29356.0,9001.0, Chicago O'Hare International,"Chicago, IL"
11434,2018,7,WN,Southwest Airlines Co.,DEN,6258.0,109.0,79180.0,20756.0,4562.0, Denver International,"Denver, CO"
11452,2018,7,WN,Southwest Airlines Co.,LAX,3672.0,86.0,38732.0,12146.0,1011.0, Los Angeles International,"Los Angeles, CA"
11501,2018,7,YV,Mesa Airlines Inc.,ATL,233.0,2.0,5777.0,1891.0,596.0, Hartsfield-Jackson Atlanta International,"Atlanta, GA"
11526,2018,7,YV,Mesa Airlines Inc.,DFW,3144.0,98.0,60980.0,15751.0,5717.0, Dallas/Fort Worth International,Dallas
